myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
149,Nagalakshmi Thirumaran.T,SHOLAVANDAN (SC),Naam Tamilar Katchi,38,Graduate,0,,2522563,6100000,8622563,1470000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=149
150,A.Ashok Kumar,SHOLINGHUR,Naam Tamilar Katchi,36,Graduate Professional,0,,23000,400000,423000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=150
151,R Jayalakshmi,SHOLINGANALLUR,Naam Tamilar Katchi,39,Post Graduate,0,,508344561,44423000,552767561,463000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=151
152,Nehruji Gunasekaran,SINGANALLUR,Naam Tamilar Katchi,32,Graduate Professional,0,,20066638,7600000,27666638,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=152
153,Subash.R,SIRKAZHI (SC),Naam Tamilar Katchi,28,Graduate,1,IPC,120815,0,120815,424000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=153
154,Indhuja R,SIVAGANGA,Naam Tamilar Katchi,35,Others,0,,3615348,0,3615348,1497704,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=154
155,Esther Mary Diana A,SIVAKASI,Naam Tamilar Katchi,45,12th Pass,0,,3631831,500000,4131831,462332,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=155
156,Dharmaraj. M,SRIRANGAM,Naam Tamilar Katchi,25,Post Graduate,0,,2603100,660000,3263100,645951,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=156
157,Shunmugasundaram. S,SRIVAIKUNTAM,Naam Tamilar Katchi,29,Others,0,,8500,0,8500,130232,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=157
158,Karikalapandiyan.A,SRIVILLIPUTHUR (SC),Naam Tamilar Katchi,46,Graduate Professional,3,IPC; IPC; BNS,1361000,800000,2161000,1200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=158
159,Dr.S.Rajasekaran,SULUR,Naam Tamilar Katchi,53,Doctorate,0,,44723620,111000000,155723620,7845000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=159
160,S.Tamilchelvi,TAMBARAM,Naam Tamilar Katchi,61,Doctorate,0,,10894964,17613600,28508564,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=160
161,Narasimma Reddy Alias Narasimman. R,THALLY,Naam Tamilar Katchi,42,Others,0,,1885979,4800000,6685979,627582,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=161
162,N. Krishnakumar,THANJAVUR,Naam Tamilar Katchi,52,12th Pass,8,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,899500,7845500,8745000,973000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=162
163,Jagadesh Chander .M,THIRU-VI-KA-NAGAR (SC),Naam Tamilar Katchi,39,Post Graduate,0,,3426345,0,3426345,1381890,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=163
164,Munish.N,THIRUMANGALAM,Naam Tamilar Katchi,35,Graduate Professional,0,,3704000,150000,3854000,450000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=164
165,Lakshmi Srinivasan,THIRUMAYAM,Naam Tamilar Katchi,43,Graduate,1,BNS,1263000,4000000,5263000,2234000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=165
166,Sathyadevi. T.,THIRUPARANKUNDRAM,Naam Tamilar Katchi,38,Doctorate,0,,11923422,4770000,16693422,3283000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=166
167,Ambeth Rajan,THIRUPORUR,Naam Tamilar Katchi,70,Graduate,0,,15620820,25500000,41120820,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=167
168,Vinothini.R,THIRUTHURAIPOONDI (SC),Naam Tamilar Katchi,34,Post Graduate,1,IPC,1200700,600000,1800700,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=168
169,Durai. Senthilnathan,THIRUVAIYARU,Naam Tamilar Katchi,44,Doctorate,0,,4430000,800000,5230000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=169
170,Durai. Chandrasekaran,THIRUVAIYARU,DMK,66,Graduate Professional,1,IPC,64653595,77500000,142153595,25120514,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=170
171,K. Senthilkumar,THIRUVALLUR,Naam Tamilar Katchi,38,Post Graduate,0,,3876000,5500000,9376000,1547000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=171
172,Aswini B,THIRUVARUR,Naam Tamilar Katchi,29,Graduate,0,,2446000,6094200,8540200,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=172
173,Rajessh. T,THIRUVERUMBUR,Naam Tamilar Katchi,46,Graduate Professional,0,,3947947,0,3947947,3290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=173
174,Govi.Chezhiaan,THIRUVIDAIMARUDUR (SC),DMK,59,Doctorate,2,IPC; IPC,12245832,1700000,13945832,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=174
175,M.Divya Bharathi,THIRUVIDAIMARUDUR (SC),Naam Tamilar Katchi,30,Graduate Professional,0,,591400,0,591400,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=175
176,Sathya. B,THIRUVOTTIYUR,Naam Tamilar Katchi,40,10th Pass,0,,9110300,7978000,17088300,4101300,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=176
177,Anand N,THIYAGARAYANAGAR,Tamilaga Vettri Kazhagam,62,8th Pass,3,BNS; BNS; IPC,36636261,38150000,74786261,35813970,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=177
178,Rajabu Nisha.Z,THONDAMUTHUR,Naam Tamilar Katchi,25,12th Pass,0,,10736019,0,10736019,3490047,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=178
179,Jacob Devadoss Abisheak R.,THOOTHUKUDI,Naam Tamilar Katchi,25,Graduate,0,,18934380,5752000,24686380,9768319,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=179
180,S Kowsalya,THURAIYUR (SC),Naam Tamilar Katchi,34,Graduate,0,,1807000,3000000,4807000,688000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=180
181,Pachimuthu. P,TINDIVANAM (SC),Naam Tamilar Katchi,34,Graduate Professional,2,IPC; IPC,2644000,707333,3351333,1244681,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=181
182,Anitha R. Radhakrishnan,TIRUCHENDUR,DMK,73,10th Pass,3,IPC; IPC; IPC,51835932,34543328,86379260,1850000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=182
183,Ophiliya,TIRUCHENDUR,Naam Tamilar Katchi,33,Graduate,0,,4875922,4850000,9725922,6295013,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=183
184,"Murugan, J.",TIRUCHENDUR,Tamilaga Vettri Kazhagam,54,Graduate Professional,1,BNS,57417172,51365216,108782388,15088323,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=184
185,Revathi K,TIRUCHENGODU,Naam Tamilar Katchi,28,Others,0,,1798000,0,1798000,431409,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=185
186,Eswaran E R,TIRUCHENGODU,DMK,64,Graduate Professional,0,,153040253,326100000,479140253,28570343,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=186
187,Dr.Krishnasamy .V,TIRUCHIRAPPALLI (EAST),Naam Tamilar Katchi,38,Graduate Professional,0,,36923604,14092572,51016176,26064231,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=187
188,K.Bhuvaneswari,TIRUCHIRAPPALLI (WEST),Naam Tamilar Katchi,40,Graduate,0,,384500,100000,484500,315000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=188
189,K.N.Nehru,TIRUCHIRAPPALLI (WEST),DMK,73,12th Pass,0,,36492750,26757000,63249750,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=189
190,Avarangadu Karthik Raja,TIRUCHULI,Naam Tamilar Katchi,34,Post Graduate,0,,11992781,5630500,17623281,7951299,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=190
191,Hemarajan K,TIRUKKOYILUR,Naam Tamilar Katchi,39,Graduate Professional,0,,2820536,1155000,3975536,1628774,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=191
192,Sathya. B.,TIRUNELVELI,Naam Tamilar Katchi,48,Graduate,4,IPC; BNS; BNS,15802140,0,15802140,3510000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=192
193,Arumugam. V,TIRUPATTUR,Naam Tamilar Katchi,47,Graduate Professional,0,,7202000,482000,7684000,4163000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=193
194,Ramya Mohan,TIRUPPATHUR,Naam Tamilar Katchi,33,Post Graduate,1,BNS,4158500,0,4158500,1753000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=194
195,V.Sathyabama,TIRUPPUR (NORTH),Tamilaga Vettri Kazhagam,54,Post Graduate,1,BNS,5294401,0,5294401,96012,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=195
196,R.Abinaya,TIRUPPUR (NORTH),Naam Tamilar Katchi,29,Graduate,2,BNS,9004279,7500000,16504279,7434000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=196
197,Dinesh. P.N,TIRUPPUR (SOUTH),Naam Tamilar Katchi,38,Post Graduate,0,,3861213,4500000,8361213,3616500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=197
198,Chandran .S.S,TIRUTTANI,Naam Tamilar Katchi,27,Graduate,0,,7801169,0,7801169,1900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=198
199,N Premnath,TIRUVADANAI,Naam Tamilar Katchi,32,Graduate Professional,1,BNS,483000,500000,983000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=199
200,Vignesh. S,TIRUVANNAMALAI,Naam Tamilar Katchi,33,Graduate Professional,0,,96136,0,96136,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=200
201,Mahalakshmi V,TITTAKUDI (SC),Naam Tamilar Katchi,27,Graduate Professional,0,,456500,0,456500,275000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=201
202,Ragupathy.B,UDHAGAMANDALAM,Naam Tamilar Katchi,48,Doctorate,0,,12075113,0,12075113,6164603,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=202
203,Ram Kumar M.,UDUMALAIPETTAI,Naam Tamilar Katchi,30,Graduate Professional,0,,1599840,0,1599840,616139,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=203
204,Logeshwari S,ULUNDURPETTAI,Naam Tamilar Katchi,30,Graduate,0,,1467435,1000000,2467435,764000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=204
205,Maram Masilamani.B.S,UTHIRAMERUR,Naam Tamilar Katchi,56,Post Graduate,1,IPC,3484500,4000000,7484500,5917000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=205
206,Umadevi. P,VALPARAI (SC),Naam Tamilar Katchi,29,Post Graduate,0,,629500,0,629500,180000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=206
207,Ganesh. R,VANDAVASI (SC),Naam Tamilar Katchi,42,Graduate,1,IPC,1826000,898630,2724630,3928648,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=207
208,Murugesan.G,VANIYAMBADI,Naam Tamilar Katchi,33,Others,0,,680000,800000,1480000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=208
209,Karikalan B,VANUR (SC),Naam Tamilar Katchi,28,Graduate Professional,1,BNS,714000,456023,1170023,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=209
210,Esai Mathivanan,VASUDEVANALLUR (SC),Naam Tamilar Katchi,39,12th Pass,5,IPC; IPC; IPC; IPC; IPC,110333,200000,310333,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=210
211,Karthick. T,VEDHARANYAM,Naam Tamilar Katchi,35,Graduate Professional,12,BNS; BNS; BNS; BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC,68814,20000,88814,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=211
212,Khaja Hussain Ahamed. A,VEDASANDUR,Naam Tamilar Katchi,27,Post Graduate,0,,1148000,0,1148000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=212
213,Rajeshkumar. S,VEERAPANDI,Naam Tamilar Katchi,32,10th Pass,3,BNS; IPC; IPC,2365100,0,2365100,840200,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=213
214,Ashok. M.K,VELACHERY,AIADMK,54,Post Graduate,5,IPC; IPC; BNS; IPC; BNS,58271184,95270275,153541459,52783369,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=214
215,Keerthana. M,VELACHERY,Naam Tamilar Katchi,33,Post Graduate,0,,8000000,15000000,23000000,4165406,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=215
216,A.Soniya,VELLORE,Naam Tamilar Katchi,25,12th Pass,0,,2184600,0,2184600,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=216
217,M.M.Vinoth Kannan,VELLORE,Tamilaga Vettri Kazhagam,37,10th Pass,0,,21124268,6268000,27392268,11203537,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=217
218,Nagaraj.R,VEPPANAHALLI,Naam Tamilar Katchi,27,Graduate,0,,522000,0,522000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=218
219,Subha Chandrasekaran A,VIKRAVANDI,Naam Tamilar Katchi,36,Graduate,0,,2992808,3000000,5992808,4009000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=219
220,Balaji Ramachandran,VILATHIKULAM,Naam Tamilar Katchi,36,Post Graduate,0,,2163826,1300000,3463826,329000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=220
221,Maria Stella,VILAVANCODE,Naam Tamilar Katchi,44,Post Graduate,1,BNS,40896,5100000,5140896,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=221
222,Aadhav Arjuna,VILLIVAKKAM,Tamilaga Vettri Kazhagam,43,Graduate,1,BNS,3448868568,1900168189,5349036757,262674946,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=222
223,Abinaya Ponnivalavan,VILLUPURAM,Naam Tamilar Katchi,30,Post Graduate,0,,2765000,0,2765000,3564427,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=223
224,Sathyalakshmi. K,VIRALIMALAI,Naam Tamilar Katchi,38,Graduate,0,,6685000,0,6685000,7400000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=224
225,Lakshmanan,VIRUDHUNAGAR,Naam Tamilar Katchi,27,Graduate,0,,984769,3000000,3984769,1171484,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=225
226,Santhosh,VIRUGAMPAKKAM,Naam Tamilar Katchi,37,12th Pass,2,IPC; IPC,4607771,0,4607771,1089921,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=226
227,Palanisamy. M,YERCAUD (ST),Naam Tamilar Katchi,26,Graduate,0,,736840,0,736840,74800,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=227
228,Ananthi Dhandapani,VRIDHACHALAM,Naam Tamilar Katchi,37,Graduate Professional,0,,5436692,10600000,16036692,1700000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=228
229,Arivudainambi.S,VRIDHACHALAM,Anti Corruption Dynamic Party,56,Graduate Professional,0,,13463000,300000,13763000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=229
230,Esakkimuthunadar.P,VIRUGAMPAKKAM,IND,68,Illiterate,0,,40000,0,40000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=230
231,Lukmanbabu.S,VIRUGAMPAKKAM,IND,53,8th Pass,0,,464000,800000,1264000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=231
232,Nagarajan P,VILLUPURAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,48,10th Pass,0,,630000,0,630000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=232
233,Rajkumar S,VILLUPURAM,IND,38,Graduate,0,,10000,0,10000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=233
234,Kandasamy S,VILLIVAKKAM,IND,60,10th Pass,0,,284000,0,284000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=234
235,Ajithkumar A,VILLIVAKKAM,Thakkam Katchi,32,Post Graduate,0,,7173019,450000,7623019,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=235
236,K. Nithyanandhan,POLLACHI,DMK,54,Graduate,0,,209293348,1495377545,1704670893,269310323,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=236
237,Manikandan. M,PANRUTI,Tamilaga Vettri Kazhagam,35,Graduate Professional,0,,13610899,5300000,18910899,4276327,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=237
238,S. Muthusamy,ERODE (WEST),DMK,77,Post Graduate,0,,40084019,159677000,199761019,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=238
239,Palaniappan. P,PAPPIREDDIPATTI,DMK,64,Doctorate,0,,100374897,148200000,248574897,70180453,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=239
240,K.N. Sekar,AMBATTUR,Pattali Makkal Katchi,55,8th Pass,0,,69417972,163759200,233177172,30175763,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=240
241,M. Thilagabama,PERAMBUR,Pattali Makkal Katchi,56,Graduate,0,,20799722,66900000,87699722,50160712,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=241
242,Balakrishnan,BHAVANI,Tamilaga Vettri Kazhagam,70,Graduate Professional,0,,159392931,359093000,518485931,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=242
243,Mohanadevi. R,BHAVANI,Naam Tamilar Katchi,25,Post Graduate,0,,306969,0,306969,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=243
244,V.P.Tamilselvi,BHAVANISAGAR (SC),Tamilaga Vettri Kazhagam,57,Post Graduate,0,,7287852,27500000,34787852,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=244
245,D. Mathiazhagan,BARGUR,DMK,59,Graduate,0,,1439163428,1601158012,3040321440,562023954,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=245
246,Vibin Chakkaravarthy,ALANGULAM,Tamilaga Vettri Kazhagam,28,Graduate,0,,20284463,50000000,70284463,33468103,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=246
247,Silambarasan,AMBATTUR,Naam Tamilar Katchi,35,Graduate,1,IPC,905384,0,905384,1124428,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=247
248,P.Jayakumar,AVADI,Samaniya Makkal Nala Katchi,50,Graduate,0,,1427000,3000000,4427000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=248
250,Karthikeyan K,RISHIVANDIYAM,DMK,48,Graduate,0,,42702862,184747151,227450013,92131941,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=250
251,Aravind M,PARAMATHIVELUR,Naam Tamilar Katchi,33,12th Pass,0,,26202174,150000000,176202174,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=251
252,Dr. K. Arvind,ORATHANADU,Tamilaga Vettri Kazhagam,31,Others,0,,3574494,0,3574494,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=252
253,Balamurugan.G,AMBATTUR,Tamilaga Vettri Kazhagam,44,Others,0,,18532083,5500000,24032083,343512,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=253
254,R.Ramesh Kumar,AVADI,Tamilaga Vettri Kazhagam,60,Graduate,0,,20601758,22000000,42601758,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=254
255,Pon.Jayaseelan,GUDALUR (SC),AIADMK,53,Graduate Professional,8,BNS; BNS; BNS; BNS; BNS; IPC; IPC; BNS,8093725,3000000,11093725,1896654,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=255
256,A.Kallanai,MADURAI NORTH,Tamilaga Vettri Kazhagam,41,Graduate,2,BNS; IPC,6125924,15150000,21275924,11862949,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=256
257,Reagon Anto.J,KANNIYAKUMARI,Tamizhaga Vaazhvurimai Katchi,35,Graduate Professional,0,,17186000,3730000,20916000,4435000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=257
258,Paramasivam. V.P.B.,VEDASANDUR,AIADMK,45,Post Graduate,4,IPC; BNS; BNS; BNS,39391928,207699500,247091428,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=258
259,Ganapathy. K,MADHURAVOYAL,DMK,67,8th Pass,0,,11690290,9070000,20760290,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=259
260,K. Venkatesan,MADHURAVOYAL,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,49,12th Pass,0,,810000,0,810000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=260
261,Thilagavathi. S.,PAPPIREDDIPATTI,Tamilaga Vettri Kazhagam,33,Post Graduate,0,,9316826,4000000,13316826,7251138,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=261
262,Raja.D,KILPENNATHUR,Tamilaga Vettri Kazhagam,33,Post Graduate,0,,2689149,450750,3139899,1454000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=262
263,Rajasekar. E,CHEYYUR (SC),AIADMK,64,10th Pass,0,,265390727,420974422,686365149,240582181,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=263
264,V. Senthilkumar,COIMBATORE (SOUTH),Tamilaga Vettri Kazhagam,42,Graduate,0,,43445246,109131000,152576246,29676755,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=264
265,S.Vijayakumar,GUMMIDIPOONDI,Tamilaga Vettri Kazhagam,56,Graduate Professional,0,,5329000,25363500,30692500,10300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=265
266,Udhayanidhi Stalin,CHEPAUK-THIRUVALLIKENI,DMK,48,Graduate,9,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS,262017699,77224933,339242632,155000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=266
267,Ezhil Caroline,ARAKKONAM (SC),Viduthalai Chiruthaigal Katchi,56,Post Graduate,0,,32004085,112500000,144504085,11292514,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=267
268,Haroon Rasheed. S.S,MAYILADUTHURAI,Tamilaga Vettri Kazhagam,54,Post Graduate,0,,9204601,0,9204601,2566419,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=268
271,P Vijayakumar,HARBOUR,IND,32,Graduate,0,,857000,0,857000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=271
272,R Fouzan Shariff,HARBOUR,Naam Tamilar Katchi,27,Graduate,0,,3885206,2000000,5885206,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=272
