myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
1138,T M Tamilselvam,UTHANGARAI (SC),AIADMK,52,10th Pass,0,,4059933,1700000,5759933,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1138
1139,Kavithadhandapani,JOLARPET,DMK,42,Graduate,0,,8545253,8590325,17135578,20576208,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1139
1140,M.Gajendran,CHENGALPATTU,AIADMK,47,Graduate,1,BNS,79486977,128797210,208284187,89918716,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1140
1141,Paul Manoj Pandian,ALANGULAM,DMK,54,Doctorate,8,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,91838791,228242570,320081361,36314351,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1141
1142,Dr A.P. Poornima,AMBATTUR,DMK,33,Post Graduate,0,,10361940,9895000,20256940,9665000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1142
1143,S.Gokula Indira,ANNA NAGAR,AIADMK,59,Post Graduate,3,IPC; IPC; BNS,25887144,78724050,104611194,83281034,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1143
1144,Haribaskar.P,ANTHIYUR,AIADMK,39,Others,2,BNS,8268224,29732100,38000324,7294263,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1144
1145,Sivabalan.M,ANTHIYUR,DMK,42,Graduate,1,IPC,39083422,43800000,82883422,29802013,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1145
1146,Kavitha Srikanth,ARANTHANGI,BJP,48,Post Graduate,11,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS,3355576,2501200,5856776,2056480,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1146
1147,Latha Balu,ARIYALUR,DMK,49,Post Graduate,0,,10124441,5000000,15124441,823300,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1147
1148,Rajendran S,ARIYALUR,AIADMK,66,8th Pass,9,BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,16827798,19593066,36420864,2735706,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1148
1149,A.Bannari,BHAVANISAGAR (SC),AIADMK,47,Graduate,3,BNS; IPC; IPC,6313122,12500000,18813122,404651,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1149
1150,Arunmozhithevan . A,BHUVANAGIRI,AIADMK,57,Graduate Professional,1,IPC,18169061,31000000,49169061,2500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1150
1151,Panneerselvam.O,BODINAYAKKANUR,DMK,75,12th Pass,4,IPC; IPC; IPC; IPC,29511388,91717058,121228446,54051955,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1151
1152,Karthikdhandapani,CHENGALPATTU,DMK,43,Graduate Professional,0,,30064009,47306068,77370077,9998087,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1152
1153,Sivasakthi. M,OMALUR,Naam Tamilar Katchi,27,Post Graduate,0,,6541390,1000000,7541390,3243972,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1153
1154,M.P.Giri,CHENGAM (SC),DMK,51,10th Pass,0,,70750726,36250000,107000726,66596238,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1154
1155,S.Velu,CHENGAM (SC),AIADMK,53,Graduate,0,,10789440,80770412,91559852,1278000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1155
1156,Indirani.T,DHARAPURAM (SC),DMK,64,Others,0,,38894758,68700000,107594758,17081000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1156
1157,Sowmiya Anbumani,DHARMAPURI,Pattali Makkal Katchi,55,Doctorate,1,IPC,196106680,488586486,684693166,89900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1157
1158,Senthilkumar. I.P,DINDIGUL,DMK,47,Post Graduate,2,IPC; IPC,105930520,79045593,184976113,21254175,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1158
1159,R.Manoharan,ERODE (EAST),AIADMK,65,Graduate,0,,66666271,91650000,158316271,39290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1159
1160,M. Yuvaraja,ERODE (WEST),BJP,45,Graduate Professional,1,IPC,150993259,70600000,221593259,67957087,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1160
1161,Ganeshkumar A,GINGEE,Pattali Makkal Katchi,41,Post Graduate,1,IPC,28326925,115361190,143688115,7620529,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1161
1162,Sampathkumar. V,HARUR (SC),AIADMK,52,Graduate Professional,2,BNS; BNS,4097884,4011250,8109134,2515440,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1162
1163,Kannan Ka.So.Ka.,JAYANKONDAM,DMK,47,Post Graduate,1,IPC,46649700,97699545,144349245,11161767,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1163
1164,Veeramani K.C.,JOLARPET,AIADMK,61,10th Pass,7,IPC; IPC; BNS; IPC; IPC; BNS; BNS,449652692,190895434,640548126,310290819,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1164
1165,Rajendran. T. M,KADAYANALLUR,DMK,61,Post Graduate,1,IPC,10989037,17651890,28640927,3774000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1165
1166,V. Somasundaram,KANCHEEPURAM,AIADMK,61,Graduate Professional,0,,32118140,79616700,111734840,990295,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1166
1167,M.P.Saminathan,KANGAYAM,DMK,61,Graduate,1,IPC,156190206,123685289,279875495,31132727,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1167
1168,Thalavai Sundaram. N,KANNIYAKUMARI,AIADMK,67,Graduate Professional,3,IPC; IPC; IPC,19638960,11200000,30838960,1993154,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1168
1169,V. Ramu,KATPADI,AIADMK,53,Graduate Professional,4,BNS; IPC; IPC; IPC,12289400,8100000,20389400,1440754,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1169
1170,L.E. Jothimani,KATTUMANNARKOIL (SC),Viduthalai Chiruthaigal Katchi,71,Others,1,IPC,3547835,5000000,8547835,342000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1170
1171,A. Sozhan,KATTUMANNARKOIL (SC),Pattali Makkal Katchi,42,Graduate Professional,0,,13738675,6000000,19738675,3026449,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1171
1172,Rajesh Kumar. S,KILLIYOOR,INC,51,Post Graduate,13,IPC; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,30125663,16000000,46125663,6350000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1172
1173,Ramachandran.S,KILPENNATHUR,AIADMK,65,10th Pass,0,,140122895,105225500,245348395,155613312,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1173
1174,Jegan Moorthy. M,KILVAITHINANKUPPAM (SC),AIADMK,59,12th Pass,7,IPC; IPC; BNS; BNS; BNS; BNS; IPC,13251209,7530000,20781209,6372952,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1174
1175,Senthil Pandian. P,KILVELUR,Tamilaga Vettri Kazhagam,59,Graduate,0,,10245000,2300000,12545000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1175
1176,Vadivel Ravanan. S,KILVELUR,Pattali Makkal Katchi,73,10th Pass,0,,4525345,0,4525345,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1176
1177,P. Santhana Krishnan,KOLATHUR,AIADMK,51,Others,0,,5592699,18628000,24220699,900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1177
1178,Karunanithi.K,KOVILPATTI,DMK,51,8th Pass,2,IPC; BNS,9703773,7726620,17430393,1611383,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1178
1179,Chellakumar.A,KRISHNAGIRI,INC,66,Graduate Professional,4,IPC; IPC; IPC; IPC,63738841,86222143,149960984,51372467,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1179
1180,Raja. C.K,KRISHNARAYAPURAM (SC),DMK,38,10th Pass,0,,11886416,6840500,18726916,2201000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1180
1181,Suriyanur. A. Chandran,KULITHALAI,DMK,59,Post Graduate,0,,5880356,2200000,8080356,1530000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1181
1182,S.Balu,KUMARAPALAYAM,DMK,64,10th Pass,3,IPC; IPC; BNS,318584801,298428000,617012801,81678000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1182
1183,Sivasankar. S.S,KUNNAM,DMK,56,Graduate Professional,3,IPC; IPC; IPC,75378458,106487375,181865833,25762635,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1183
1184,Leemarose Martin,LALGUDI,AIADMK,58,5th Pass,4,IPC; IPC; IPC; IPC,36272021349,22365264763,58637286112,3398734616,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1184
1185,Palanivel Thiaga Rajan,MADURAI CENTRAL,DMK,60,Doctorate,0,,320101782,184491674,504593456,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1185
1186,Moorthy P,MADURAI EAST,DMK,67,12th Pass,0,,36547518,117267906,153815424,6801467,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1186
1187,M.Boominathan,MADURAI SOUTH,DMK,66,Literate,0,,19347322,77428355,96775677,4300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1187
1188,Balaji R,MADURAI WEST,DMK,44,Graduate Professional,0,,29478973,34960176,64439149,28768916,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1188
1189,Shanmugam C Ve,MAILAM,AIADMK,61,Graduate Professional,3,IPC; IPC; IPC,26566797,27300000,53866797,2000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1189
1190,Kamaraj. S,MANNARGUDI,Amma Makkal Munnettra Kazagam,59,Post Graduate,1,IPC,68659106,145849000,214508106,244886718,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1190
1191,Jamal Mohamed Younoos. Y.N,MAYILADUTHURAI,INC,38,10th Pass,0,,16778413,76000000,92778413,7547500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1191
1192,Palanisamy. A,MAYILADUTHURAI,Pattali Makkal Katchi,50,Graduate,6,IPC; IPC; IPC; IPC; IPC; IPC,3690000,1000000,4690000,307112,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1192
1193,P.Viswanathan,MELUR,INC,61,Graduate,1,IPC,6370840,30000000,36370840,10600000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1193
1194,P.Periyapullan Alias Selvam,MELUR,AIADMK,54,12th Pass,5,IPC; IPC; IPC; IPC; BNS,26029046,29060849,55089895,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1194
1195,O.K.Chinnaraj,METTUPALAYAM,AIADMK,72,12th Pass,6,BNS; IPC; IPC; IPC; IPC; IPC,1243095,12180000,13423095,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1195
1196,Venkatachalam. G,METTUR,AIADMK,61,8th Pass,5,IPC; IPC; IPC; IPC; BNS,18569826,16450000,35019826,2993059,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1196
1197,Selvam. K,METTUR,Tamilaga Vettri Kazhagam,42,8th Pass,0,,996764,1800000,2796764,2290282,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1197
1198,R.S.Rajakannappan,MUDUKULATHUR,DMK,77,Graduate,0,,16813640,8895000,25708640,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1198
1199,M.H.Jawahirullah,NAGAPATTINAM,DMK,66,Doctorate,5,BNS; BNS; IPC; IPC,14408160,38500000,52908160,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1199
1200,Gandhi M R,NAGERCOIL,BJP,81,Graduate,24,BNS; BNS; IPC; IPC; BNS; BNS; BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC; IPC; IPC; IPC; BNS,325676,5622083,5947759,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1200
1201,Sridevi Mohan P S,NAMAKKAL,AIADMK,53,Graduate,0,,399034007,398844900,797878907,239144934,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1201
1202,Natham Viswanathan R,NATHAM,AIADMK,76,Graduate,2,IPC; BNS,20337422,26208200,46545622,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1202
1203,Ramesh L N,NATHAM,Tamilaga Vettri Kazhagam,47,Graduate,0,,10953000,18500000,29453000,3500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1203
1204,Selvakumar K,NATHAM,DMK,46,Graduate Professional,9,BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC,35291536,13745000,49036536,2895918,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1204
1205,Rajendran.R,NEYVELI,AIADMK,66,12th Pass,0,,19977065,151500000,171477065,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1205
1206,Saba.Rajendran,NEYVELI,DMK,64,Graduate Professional,0,,47092644,95100000,142192644,43967607,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1206
1207,Ramesh. P,PADMANABHAPURAM,BJP,60,Post Graduate,2,IPC; BNS,13082991,50900000,63982991,90000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1207
1208,Anbalagan. K.P.,PALACODE,AIADMK,67,12th Pass,2,IPC; IPC,387778535,81000000,468778535,95598602,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1208
1209,Mohan. K,PANRUTI,AIADMK,43,8th Pass,5,IPC; IPC; IPC; IPC; IPC,32877124,22936390,55813514,27188948,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1209
1210,Abdur Rahman. A.R,PANRUTI,Viduthalai Chiruthaigal Katchi,62,12th Pass,0,,2802235,147852000,150654235,12000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1210
1211,Dorai. Shanmuga Prabu,PAPANASAM,AIADMK,38,Graduate Professional,2,IPC; IPC,22693380,44685500,67378880,47805144,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1211
1212,Maragatham Vetrivel,PAPPIREDDIPATTI,AIADMK,50,12th Pass,0,,44993152,197006258,241999410,32542022,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1212
1213,Sekar C V,PATTUKKOTTAI,AIADMK,63,Graduate Professional,2,BNS; IPC,44294500,17166000,61460500,11963634,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1213
1214,G. K. M. Tamilkumaran,PENNAGARAM,INC,48,Graduate Professional,0,,454596237,391382008,845978245,686981418,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1214
1215,Selvam. V.,PENNAGARAM,Pattali Makkal Katchi,61,8th Pass,0,,12854511,9650000,22504511,1160000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1215
1216,Gajendran. S.,PENNAGARAM,Tamilaga Vettri Kazhagam,43,5th Pass,0,,8421800,41400000,49821800,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1216
1217,Ashokkumar. N,PERAVURANI,DMK,68,10th Pass,0,,13297350,35150000,48447350,21233816,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1217
1218,Govi.Elango,PERAVURANI,AIADMK,41,Graduate Professional,3,IPC; IPC; IPC,12437915,19319525,31757440,14337000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1218
1219,Thoppu Venkatachalam Alias N.D. Venkatachalam,PERUNDURAI,DMK,62,Graduate,0,,82624757,182333460,264958217,82303845,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1219
1220,Saravanan. P,POLUR,Desiya Murpokku Dravida Kazhagam,51,Post Graduate,1,IPC,6995958,12875000,19870958,1994707,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1220
1221,Baskaran. C. R,POLUR,Pattali Makkal Katchi,64,Post Graduate,0,,7934656,28400000,36334656,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1221
1222,Durai Chandrasekar,PONNERI (SC),INC,53,Graduate Professional,1,IPC,6982950,15550000,22532950,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1222
1223,Pavunraj. S,POOMPUHAR,AIADMK,69,10th Pass,4,IPC; BNS; IPC; IPC,14266242,17300000,31566242,7869739,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1223
1224,Elumalai.T.A,POONAMALLEE (SC),Amma Makkal Munnettra Kazagam,62,Graduate Professional,2,IPC; IPC,9809500,20140989,29950489,7876504,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1224
1225,Balakrishnan.S.P,RADHAPURAM,BJP,58,8th Pass,3,IPC; IPC; IPC,36945500,318019270,354964770,121433000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1225
1226,Appavu.M,RADHAPURAM,DMK,74,12th Pass,0,,15089103,9035000,24124103,21436297,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1226
1227,Priscilla Pandian. J,RAJAPALAYAM,BJP,56,Doctorate,0,,67412264,324113875,391526139,23680155,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1227
1228,Chezhiyan P,RISHIVANDIYAM,Pattali Makkal Katchi,56,10th Pass,1,BNS,21247175,53330817,74577992,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1228
1229,Sadhasivam. S,SALEM (NORTH),Pattali Makkal Katchi,59,Post Graduate,7,BNS; IPC; IPC; IPC; BNS; BNS; IPC,14807598,40500000,55307598,24393570,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1229
1230,Rajendran. R,SALEM (NORTH),DMK,66,Graduate Professional,0,,21389825,14000000,35389825,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1230
1231,Loganathan. M,SALEM (SOUTH),DMK,69,10th Pass,0,,42029902,34060680,76090582,12591931,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1231
1232,Karthe.M,SALEM (WEST),Pattali Makkal Katchi,58,Graduate,0,,364888286,651526400,1016414686,139327743,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1232
1233,Sangai. Ganesan,SANKARANKOVIL (SC),INC,57,Post Graduate,1,IPC,14596460,7240000,21836460,3180000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1233
1234,Udhayasuriyan T,SANKARAPURAM,DMK,62,Graduate,1,IPC,55924572,51310000,107234572,9600705,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1234
1235,Rakesh R,SANKARAPURAM,AIADMK,38,Graduate,1,IPC,6140400,0,6140400,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1235
1236,Vetrivel. S,SANKARI,AIADMK,54,Graduate,2,BNS; IPC,88290500,65101582,153392082,2271775,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1236
1237,Ajith. M,SATTUR,Tamilaga Vettri Kazhagam,32,Post Graduate,0,,4693200,0,4693200,256184,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1237
1238,Kadarkarairaj. A,SATTUR,DMK,67,8th Pass,0,,19914042,7135413,27049455,3507808,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1238
1239,C Chandrasekaran,SENTHAMANGALAM(ST),AIADMK,59,10th Pass,3,IPC; IPC; IPC,7386097,26910000,34296097,150000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1239
1240,Venkatesan.A,SHOLAVANDAN (SC),DMK,50,Graduate,0,,27982034,15120000,43102034,7181557,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1240
1241,K.P.Kandan,SHOLINGANALLUR,AIADMK,63,8th Pass,5,IPC; IPC; IPC; IPC; IPC,59250660,694636427,753887087,150000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1241
1242,K.Saravanan,SHOLINGHUR,Pattali Makkal Katchi,51,Graduate Professional,7,IPC; IPC; IPC; IPC; IPC; BNS; BNS,11835450,47760000,59595450,15245542,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1242
1243,A.M.Munirathinam,SHOLINGHUR,INC,70,10th Pass,1,IPC,755737360,260700000,1016437360,571912635,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1243
1244,K.R.Jayaram,SINGANALLUR,AIADMK,53,8th Pass,10,BNS; IPC; IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC,1053328407,672406143,1725734550,770524373,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1244
1245,Karunaas S,SIVAGANGA,DMK,56,12th Pass,6,IPC; IPC; IPC; IPC; IPC; IPC,15260682,45958161,61218843,9235158,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1245
1246,Rajenthrabhalaji K T,SIVAKASI,AIADMK,62,10th Pass,3,IPC; IPC; IPC,9504239,27174140,36678379,11167354,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1246
1247,K. Selvaperunthagai,SRIPERUMBUDUR (SC),INC,65,Graduate Professional,9,BNS; BNS; BNS; BNS; IPC; BNS; IPC; IPC; IPC,39176787,464967365,504144152,20986072,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1247
1248,K. Palani,SRIPERUMBUDUR (SC),AIADMK,64,5th Pass,0,,3525763,9500000,13025763,3300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1248
1249,Shanmuganathan. S. P,SRIVAIKUNTAM,AIADMK,71,10th Pass,1,BNS,11616077,16504650,28120727,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1249
1250,Oorvasi Amirtharaj. S,SRIVAIKUNTAM,INC,42,Post Graduate,0,,283828970,665093162,948922132,58189845,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1250
1251,Saravanan. G,SRIVAIKUNTAM,Tamilaga Vettri Kazhagam,35,8th Pass,1,BNS,25458683,6100000,31558683,7421326,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1251
1252,Chandraprabha.M,SRIVILLIPUTHUR (SC),AIADMK,44,Post Graduate,0,,23161901,16210000,39371901,23885514,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1252
1253,Thalapathy Murugesan,SULUR,DMK,64,10th Pass,3,IPC; IPC; IPC,9529415,15550000,25079415,674110,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1253
1254,V.P.Kandasamy,SULUR,AIADMK,66,Graduate,6,IPC; IPC; IPC; IPC; IPC; IPC,16780045,46500000,63280045,11700000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1254
1255,Dr.Nagesh Kumar. C,THALLY,BJP,40,Post Graduate,0,,25523172,874851,26398023,11015644,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1255
1256,Suresh. G,THALLY,Tamilaga Vettri Kazhagam,46,8th Pass,1,BNS,1318153,0,1318153,528631,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1256
1257,Karuppu Muruganantham,THANJAVUR,BJP,52,8th Pass,20,IPC; BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,8278952,20108700,28387652,9816463,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1257
1258,K. S. Ravichandran,THIRU-VI-KA-NAGAR (SC),DMK,55,Graduate Professional,0,,29928679,25200000,55128679,7390902,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1258
1259,Vairamuthu.Pk,THIRUMAYAM,AIADMK,71,12th Pass,1,IPC,114011555,67000000,181011555,59277631,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1259
1260,Regupathy.S,THIRUMAYAM,DMK,75,Graduate Professional,0,,130582193,130106000,260688193,1439753,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1260
1261,K. Balu,THIRUPORUR,Pattali Makkal Katchi,55,Graduate Professional,2,BNS; BNS,66275819,68093797,134369616,35798863,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1261
1262,R. Panneerdoss,THIRUPORUR,Viduthalai Chiruthaigal Katchi,57,12th Pass,0,,130853666,62500000,193353666,22592545,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1262
1263,Balathandayutham.U,THIRUTHURAIPOONDI (SC),AIADMK,51,12th Pass,0,,679556,2300000,2979556,1228243,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1263
1264,Velu. Karthikeyan,THIRUVAIYARU,Amma Makkal Munnettra Kazagam,51,Post Graduate,1,IPC,19406441,63651700,83058141,3313060,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1264
1265,V.G. Raajendran,THIRUVALLUR,DMK,58,Others,4,IPC; IPC; IPC; BNS,259838754,2334853162,2594691916,265818436,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1265
1266,Be Vee Ramanah,THIRUVALLUR,AIADMK,58,Others,6,IPC; IPC; BNS; IPC; IPC; IPC,64313442,65054595,129368037,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1266
1267,Chandrasekaran Govi,THIRUVARUR,BJP,63,10th Pass,17,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC; IPC; IPC,8543065,34200000,42743065,3830000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1267
1268,Kumar. P,THIRUVERUMBUR,AIADMK,54,Graduate Professional,2,IPC; IPC,22842810,70500000,93342810,8638826,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1268
1269,Vijayakumar Alias Navalpattu S Viji,THIRUVERUMBUR,Tamilaga Vettri Kazhagam,56,10th Pass,5,IPC; IPC; IPC; IPC,36307295,207300000,243607295,99765813,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1269
1270,Sathiyanarayanan B,THIYAGARAYANAGAR,AIADMK,62,Graduate,8,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,300431743,444113340,744545083,312211478,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1270
1271,N.R.Karthikeyan,THONDAMUTHUR,DMK,57,Graduate,0,,25034255,115070000,140104255,2998540,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1271
1272,S.P.Velumani,THONDAMUTHUR,AIADMK,56,Post Graduate,12,BNS; BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,69516883,61550150,131067033,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1272
1273,P. Geetha Jeevan,THOOTHUKUDI,DMK,55,Post Graduate,1,IPC,34847991,237067500,271915491,80774765,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1273
1274,Chellapandian S.T.,THOOTHUKUDI,AIADMK,70,Post Graduate,3,IPC; BNS; IPC,42678700,179100000,221778700,36124707,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1274
1275,Valarmathi.B,THOUSAND LIGHTS,AIADMK,68,10th Pass,2,IPC; BNS,86009666,125682156,211691822,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1275
1276,M.Lenin Prasath,THURAIYUR (SC),INC,37,Graduate Professional,2,IPC; IPC,2660646,2584000,5244646,290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1276
1277,Vanni Arasu,TINDIVANAM (SC),Viduthalai Chiruthaigal Katchi,55,12th Pass,3,IPC; IPC; IPC,3977751,5400000,9377751,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1277
1278,Arjunan. P,TINDIVANAM (SC),AIADMK,56,10th Pass,1,IPC,6362662,26000000,32362662,2611000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1278
